age,education_num,marital_status,occupation,cap_gain,hours_per_week,score,value_flag
32,11,Never-married,Group 3,0,45,61.37,Low
34,10,Married-civ-spouse,Group 5,0,50,62.46,High
28,9,Divorced,Group 3,0,45,60.39,Low
57,11,Widowed,Group NA,0,38,53.51,Low
25,10,Never-married,Group 2,0,20,66.94,Low
20,10,Never-married,Group NA,0,24,54.76,Low
21,10,Never-married,Group NA,0,35,63.56,Low
34,13,Married-civ-spouse,Group 5,0,50,59.81,High
38,13,Married-civ-spouse,Group 5,15024,80,58.19,High
50,9,Married-civ-spouse,Group 5,7688,50,67.58,High
24,10,Divorced,Group 1,0,50,57.64,Low
37,10,Married-civ-spouse,Group 4,0,45,65.16,High
44,10,Divorced,Group 2,0,58,61.81,High
28,10,Married-civ-spouse,Group 3,0,40,52.72,Low
42,13,Married-civ-spouse,Group 5,0,40,56.68,High
74,10,Divorced,Group 2,0,9,58.77,Low
38,9,Married-civ-spouse,Group 3,0,50,59.51,Low
44,14,Married-civ-spouse,Group 5,0,40,57.84,Low
44,7,Divorced,Group 2,0,46,65.42,Low
26,9,Never-married,Group 2,0,40,57.01,Low
36,9,Married-civ-spouse,Group 1,0,40,62.14,Low
41,12,Married-civ-spouse,Group 5,0,50,60.21,High
67,15,Married-civ-spouse,Group 5,20051,48,63.04,High
39,8,Married-civ-spouse,Group 4,0,50,57.12,Low
57,2,Widowed,Group 1,0,30,61.07,Low
29,11,Separated,Group 3,0,40,63.52,Low
31,13,Never-married,Group 2,0,45,57.82,Low
34,9,Never-married,Group NA,0,40,67.34,Low
44,10,Married-civ-spouse,Group 3,0,40,62.79,Low
29,16,Never-married,Group 5,0,40,65.92,Low
30,10,Never-married,Group 1,0,40,60.77,Low
27,9,Never-married,Group 3,0,40,59.63,Low
27,10,Married-civ-spouse,Group 3,0,50,52.91,Low
32,9,Never-married,Group 1,0,45,63.85,Low
58,6,Married-civ-spouse,Group 1,0,8,57.37,Low
35,10,Married-civ-spouse,Group 4,0,40,61.13,Low
21,9,Never-married,Group 1,0,36,67.19,Low
28,10,Never-married,Group 3,0,40,64.55,Low
46,10,Divorced,Group 5,0,50,61.05,Low
36,9,Separated,Group 1,0,40,64.36,Low
72,7,Widowed,Group 2,0,40,55.12,Low
35,9,Married-civ-spouse,Group 2,0,40,55.06,Low
33,11,Divorced,Group 3,0,40,64.54,High
69,7,Never-married,Group 2,0,40,57.44,Low
35,9,Married-civ-spouse,Group 2,0,40,59.38,Low
31,9,Separated,Group 2,0,20,61.54,Low
34,9,Married-civ-spouse,Group 4,0,32,62.45,Low
30,7,Married-civ-spouse,Group 1,0,40,59.21,Low
28,13,Never-married,Group 3,0,55,61.86,Low
54,13,Married-civ-spouse,Group 3,0,35,62.15,High
47,10,Married-civ-spouse,Group 5,0,50,63.1,High
24,9,Never-married,Group 1,0,40,58.43,Low
52,13,Married-civ-spouse,Group 5,0,60,63.6,High
20,9,Never-married,Group 1,0,48,57.35,Low
43,14,Married-civ-spouse,Group 5,5013,45,65.57,Low
45,4,Separated,Group 1,0,40,59.86,Low
29,9,Separated,Group 3,0,35,61.42,Low
47,14,Divorced,Group 5,0,42,60.27,Low
24,9,Never-married,Group 3,0,40,63.99,Low
51,9,Married-civ-spouse,Group 5,0,40,54.16,Low
17,7,Never-married,Group 3,0,12,59.52,Low
37,11,Married-civ-spouse,Group 3,0,40,63.37,High
27,16,Never-married,Group 5,0,70,61.45,Low
29,13,Married-civ-spouse,Group 5,0,40,62.16,High
18,8,Never-married,Group NA,0,25,63.75,Low
36,12,Divorced,Group 3,0,35,59.84,Low
58,13,Never-married,Group 5,0,40,58.38,Low
26,10,Married-civ-spouse,Group 3,0,45,60.48,Low
65,10,Married-civ-spouse,Group NA,0,30,52.18,High
57,9,Married-civ-spouse,Group 3,0,40,66.93,High
59,9,Married-civ-spouse,Group 3,0,40,58.68,Low
27,9,Married-civ-spouse,Group 2,0,40,61.86,Low
31,13,Never-married,Group 4,0,40,60.55,Low
21,10,Never-married,Group 3,0,24,64.33,Low
29,10,Never-married,Group 2,0,60,59.07,Low
18,7,Never-married,Group 1,0,40,56.4,Low
52,6,Married-civ-spouse,Group 3,0,47,60.41,High
57,13,Divorced,Group 5,0,80,57.96,Low
42,9,Married-civ-spouse,Group NA,0,40,62.96,Low
55,9,Married-civ-spouse,Group NA,0,40,60.75,Low
60,4,Never-married,Group 3,0,48,55.91,High
31,13,Married-civ-spouse,Group 5,7688,40,66.87,High
23,13,Never-married,Group 2,0,40,61.48,Low
27,9,Never-married,Group 3,0,40,53.7,Low
23,10,Never-married,Group NA,0,25,62.5,Low
42,15,Married-civ-spouse,Group 5,0,50,65.49,High
25,10,Never-married,Group 4,2174,40,62.28,Low
49,13,Never-married,Group 5,0,45,59.36,Low
32,13,Never-married,Group 4,0,40,58.02,Low
19,10,Never-married,Group 2,0,28,66.8,Low
60,4,Divorced,Group 1,0,40,57.59,Low
42,5,Married-civ-spouse,Group 1,0,40,59.71,Low
35,12,Never-married,Group 2,0,40,56.88,Low
48,9,Never-married,Group 2,0,37,62.55,Low
51,14,Married-civ-spouse,Group 3,0,40,54.26,High
29,9,Never-married,Group 3,0,40,57.86,Low
36,9,Separated,Group 5,0,40,59.32,Low
17,6,Never-married,Group 1,0,21,57.05,Low
52,14,Divorced,Group 5,6849,60,64.11,Low
24,9,Never-married,Group 3,0,40,63.97,Low
24,9,Married-civ-spouse,Group 1,0,50,52.8,Low
26,13,Never-married,Group 5,1055,40,60.61,Low
27,13,Never-married,Group 1,0,20,65.03,Low
39,9,Never-married,Group 1,0,60,64.43,Low
30,9,Married-civ-spouse,Group 3,0,45,58.04,Low
50,9,Married-civ-spouse,Group 5,0,32,59,Low
52,13,Married-civ-spouse,Group 3,0,55,52.75,Low
46,15,Married-civ-spouse,Group 5,15024,45,61.5,High
23,13,Never-married,Group 3,0,20,60.49,Low
45,7,Widowed,Group 1,0,20,60.84,Low
65,5,Widowed,Group 1,0,24,56,Low
29,11,Married-civ-spouse,Group 3,0,55,65.99,Low
47,5,Married-spouse-absent,Group 1,0,40,52.38,Low
30,9,Never-married,Group 2,0,60,62.36,Low
34,9,Married-civ-spouse,Group 3,0,45,61.88,High
38,9,Married-civ-spouse,Group 3,0,64,64.04,Low
33,10,Married-civ-spouse,Group 5,0,40,60.95,High
49,13,Married-civ-spouse,Group 3,0,26,51.61,High
47,10,Never-married,Group 1,0,40,55.28,Low
49,6,Separated,Group 1,0,40,51.8,Low
43,10,Married-civ-spouse,Group 3,15024,60,62.58,High
30,13,Married-civ-spouse,Group 2,0,40,60.96,High
58,9,Married-civ-spouse,Group 3,0,60,64.64,Low
19,9,Never-married,Group 1,0,14,60.47,Low
21,13,Never-married,Group 1,0,40,56.64,Low
33,13,Married-civ-spouse,Group 5,15024,60,58.7,High
47,3,Married-civ-spouse,Group 3,0,50,64.66,Low
52,16,Married-civ-spouse,Group 5,0,60,51.84,High
26,9,Divorced,Group 3,0,55,53.21,Low
60,9,Married-civ-spouse,Group 3,0,40,63.22,Low
21,10,Never-married,Group 1,0,40,61.76,Low
36,10,Married-civ-spouse,Group 3,5178,50,66.31,High
31,10,Married-civ-spouse,Group 3,0,45,58.85,Low
50,16,Separated,Group 5,0,40,63.62,High
31,9,Divorced,Group 2,0,40,63.56,Low
71,9,Married-civ-spouse,Group 3,0,15,61.88,Low
58,9,Married-civ-spouse,Group NA,0,50,64.54,Low
30,13,Married-civ-spouse,Group 4,0,40,64.53,High
20,10,Never-married,Group 1,0,20,59.75,Low
24,9,Never-married,Group 5,4101,50,55.16,Low
35,16,Married-civ-spouse,Group 5,0,40,63.19,High
38,10,Separated,Group 5,0,45,61.06,Low
27,9,Never-married,Group 2,0,32,54.71,Low
29,10,Never-married,Group 2,0,40,64.46,Low
70,5,Widowed,Group NA,1111,15,60.46,Low
34,9,Married-civ-spouse,Group 3,0,45,56.84,Low
44,4,Married-civ-spouse,Group 3,0,35,56.99,Low
43,9,Married-civ-spouse,Group 2,0,40,61.41,High
44,8,Married-civ-spouse,Group 1,0,40,62.31,High
35,14,Never-married,Group 3,0,60,61.97,Low
27,10,Never-married,Group 5,0,40,61.09,Low
43,14,Never-married,Group 5,0,38,60.23,Low
20,10,Never-married,Group 3,0,25,57.88,Low
42,12,Divorced,Group 5,8614,40,60.58,High
27,10,Married-civ-spouse,Group 3,3411,40,59.46,Low
42,9,Married-civ-spouse,Group 3,0,40,60.26,High
20,7,Married-spouse-absent,Group NA,0,40,55.83,Low
24,5,Never-married,Group 2,0,40,62.67,Low
48,10,Divorced,Group 5,0,40,53.46,Low
17,7,Never-married,Group NA,0,20,59.68,Low
17,7,Never-married,Group 2,0,10,64.48,Low
33,13,Married-civ-spouse,Group 5,0,40,60.77,High
50,9,Married-civ-spouse,Group 3,0,50,61.72,High
22,9,Never-married,Group 3,2597,40,63.83,Low
17,8,Never-married,Group 1,0,16,66.22,Low
32,10,Married-civ-spouse,Group 2,0,40,59.56,Low
31,9,Never-married,Group 3,0,45,53.43,Low
58,9,Widowed,Group 5,0,50,52.38,Low
29,9,Never-married,Group 4,0,48,57.59,Low
37,11,Married-civ-spouse,Group 3,0,40,55.68,High
34,9,Married-civ-spouse,Group 3,0,40,55.05,High
23,10,Separated,Group 5,0,40,61.96,Low
18,7,Never-married,Group 2,0,5,64.79,Low
34,9,Divorced,Group 5,0,40,54.78,Low
66,4,Never-married,Group NA,0,4,62.3,Low
45,13,Married-civ-spouse,Group 5,0,55,60.63,Low
41,14,Never-married,Group 5,0,35,56.34,Low
26,9,Never-married,Group 1,0,30,64.39,Low
54,10,Married-civ-spouse,Group 2,0,40,58.32,Low
24,10,Never-married,Group 2,0,45,65.19,Low
42,10,Married-civ-spouse,Group 5,0,50,61.65,Low
20,10,Never-married,Group 5,0,20,65.29,Low
23,13,Never-married,Group 4,0,20,62.25,Low
25,12,Never-married,Group NA,0,45,62.67,Low
35,14,Never-married,Group 5,0,60,55.74,High
31,14,Married-civ-spouse,Group 4,0,40,53.53,High
30,13,Never-married,Group 5,0,40,57.56,Low
19,9,Never-married,Group 3,0,20,62.37,Low
36,13,Never-married,Group 5,0,50,62.72,Low
31,13,Widowed,Group 3,0,40,60.11,Low
21,10,Never-married,Group 1,0,30,62.1,Low
31,10,Married-civ-spouse,Group 3,0,40,56.25,Low
46,16,Divorced,Group 5,25236,65,57.93,High
44,13,Divorced,Group 5,0,50,57.9,High
40,8,Married-civ-spouse,Group 1,0,40,60.4,Low
45,10,Never-married,Group 3,0,40,58.42,Low
60,9,Married-civ-spouse,Group 3,0,35,57.76,Low
18,7,Never-married,Group 1,0,25,55.25,Low
28,13,Married-civ-spouse,Group 5,0,40,69.8,Low
36,10,Divorced,Group 2,0,40,66.24,Low
36,13,Separated,Group 5,0,40,54.44,Low
40,11,Married-civ-spouse,Group 4,4386,40,55.06,Low
36,13,Divorced,Group 2,0,35,66.36,Low
31,9,Separated,Group 1,0,40,62.51,Low
33,9,Married-civ-spouse,Group 2,0,40,64.88,Low
19,9,Never-married,Group 4,0,40,60.34,Low
22,10,Never-married,Group 3,0,15,61.26,Low
34,13,Married-civ-spouse,Group 5,0,45,64.51,High
33,9,Never-married,Group 1,0,40,57.53,Low
41,9,Married-civ-spouse,Group 3,0,60,62.18,Low
29,13,Never-married,Group 5,4650,40,62.89,Low
50,9,Married-civ-spouse,Group 5,0,42,60.34,High
42,13,Married-civ-spouse,Group 5,7298,45,58.58,High
43,13,Never-married,Group 5,0,40,57.54,High
44,9,Married-civ-spouse,Group 3,0,40,62.05,Low
20,10,Never-married,Group 1,0,20,63.13,Low
31,9,Married-civ-spouse,Group 1,0,40,58.03,Low
65,7,Married-civ-spouse,Group 5,9386,59,63.41,High
23,10,Never-married,Group 1,0,24,66.31,Low
55,10,Divorced,Group 2,0,40,62.38,Low
26,11,Married-civ-spouse,Group 2,0,45,58.5,Low
25,11,Never-married,Group 1,0,15,61.04,Low
45,10,Married-civ-spouse,Group NA,0,40,56.25,Low
35,10,Married-civ-spouse,Group 3,2407,40,54.56,Low
36,10,Never-married,Group 3,0,36,58,Low
43,13,Married-civ-spouse,Group 5,0,50,65.64,Low
56,9,Widowed,Group 1,594,20,57.89,Low
42,13,Married-civ-spouse,Group 4,0,40,64.29,High
19,10,Never-married,Group 1,0,25,61.5,Low
55,9,Married-civ-spouse,Group 3,0,72,60.5,Low
42,14,Never-married,Group 5,14084,50,61.26,High
26,11,Never-married,Group 4,0,40,58.17,Low
17,8,Never-married,Group 1,0,20,62.54,Low
42,13,Married-civ-spouse,Group 5,0,40,56.07,High
55,9,Married-civ-spouse,Group 3,7688,40,63.61,High
32,10,Never-married,Group 2,0,40,60.89,Low
29,7,Never-married,Group 3,0,40,60.55,Low
46,13,Married-civ-spouse,Group 5,0,37,57.65,Low
29,13,Married-civ-spouse,Group 5,7688,40,57.09,High
22,13,Never-married,Group 5,0,20,62.54,Low
58,6,Married-civ-spouse,Group 3,0,40,59.63,Low
23,9,Never-married,Group 3,0,50,62.92,Low
39,9,Never-married,Group 1,0,40,56.73,Low
27,11,Never-married,Group 3,0,38,55.69,Low
54,9,Married-civ-spouse,Group 3,0,40,63.25,High
33,13,Never-married,Group 5,0,45,67.06,Low
46,9,Married-civ-spouse,Group 2,0,40,64.49,High
37,9,Never-married,Group 2,0,40,59.39,Low
36,9,Never-married,Group 1,0,18,60.77,Low
59,9,Married-civ-spouse,Group 2,0,38,57.44,High
34,9,Divorced,Group 4,0,40,58.75,Low
53,16,Married-civ-spouse,Group 5,0,70,60.78,High
51,13,Never-married,Group 3,0,55,60.82,High
32,6,Separated,Group 1,0,42,59.77,Low
31,10,Married-spouse-absent,Group 1,0,40,59.01,Low
22,10,Married-civ-spouse,Group 3,0,30,61.82,Low
47,13,Divorced,Group 3,0,50,54.73,Low
32,9,Never-married,Group 2,0,40,61.27,Low
26,10,Never-married,Group 2,0,38,52.43,Low
37,3,Separated,Group 2,0,32,61.04,Low
31,9,Divorced,Group 3,0,55,61.51,Low
37,11,Married-civ-spouse,Group 4,0,24,65.68,High
55,9,Never-married,Group 3,0,38,55.63,Low
23,11,Divorced,Group 4,0,56,61.6,Low
36,10,Divorced,Group 2,0,40,63.88,Low
34,14,Married-civ-spouse,Group 5,0,40,63.13,Low
43,13,Married-civ-spouse,Group 3,0,50,61.22,High
54,10,Never-married,Group 4,0,40,61.55,Low
43,10,Married-civ-spouse,Group 3,0,40,56.13,Low
28,11,Never-married,Group 2,0,42,57.21,Low
40,11,Married-civ-spouse,Group 5,0,50,60.66,High
41,10,Married-civ-spouse,Group 5,0,60,59.13,Low
40,13,Never-married,Group 3,0,55,58.74,High
42,10,Divorced,Group 2,0,38,60.79,Low
61,9,Married-civ-spouse,Group 2,0,50,64.71,Low
18,8,Never-married,Group 2,0,30,63.89,Low
59,9,Married-civ-spouse,Group NA,0,16,60.26,Low
21,9,Never-married,Group NA,1055,40,59.79,Low
48,11,Married-civ-spouse,Group 4,0,50,56.82,High
41,13,Married-civ-spouse,Group 4,0,40,62.19,Low
18,10,Never-married,Group NA,0,33,64.47,Low
23,9,Never-married,Group 3,2463,40,57.62,Low
60,9,Married-civ-spouse,Group 3,0,60,54.58,High
22,10,Never-married,Group 1,0,20,62.03,Low
61,9,Married-civ-spouse,Group 2,0,40,61,Low
25,9,Never-married,Group 2,0,40,65.13,Low
46,14,Never-married,Group 4,0,35,60.15,High
43,13,Married-civ-spouse,Group 5,0,40,57.57,High
43,12,Divorced,Group 3,0,40,51.24,Low
24,9,Never-married,Group 1,0,30,61.44,Low
68,7,Never-married,Group 2,0,20,61.99,Low
31,9,Divorced,Group 2,0,38,60.39,Low
17,7,Never-married,Group 3,0,20,58.25,Low
32,9,Married-civ-spouse,Group 3,5178,48,62.07,High
50,14,Married-spouse-absent,Group NA,0,40,61.46,Low
33,13,Married-civ-spouse,Group 5,3103,47,53.88,High
64,13,Married-civ-spouse,Group 5,0,40,62.94,High
20,9,Never-married,Group 3,0,30,58.38,Low
30,9,Separated,Group 1,0,36,62.65,Low
22,10,Never-married,Group NA,0,40,53.09,Low
43,10,Divorced,Group 5,0,45,53.12,Low
22,10,Never-married,Group 2,0,40,60.35,Low
17,6,Never-married,Group 2,0,20,67.31,Low
47,9,Married-civ-spouse,Group 1,0,75,56.98,Low
41,11,Never-married,Group 5,0,60,60.13,Low
56,10,Married-civ-spouse,Group 3,0,50,62.58,High
64,9,Married-civ-spouse,Group 3,0,45,55.94,Low
47,9,Married-civ-spouse,Group 3,0,50,59.09,High
48,11,Never-married,Group 2,0,40,66.45,Low
31,14,Never-married,Group 5,0,46,66.66,Low
29,11,Never-married,Group 4,0,40,61.62,Low
30,9,Widowed,Group 2,0,40,66.54,Low
32,9,Married-civ-spouse,Group 5,0,60,59.1,Low
57,9,Widowed,Group 3,0,42,64.99,High
62,9,Widowed,Group 1,0,40,67.92,Low
39,9,Separated,Group 2,0,24,56.71,Low
43,10,Never-married,Group 2,0,25,58.48,Low
24,13,Never-married,Group 3,0,40,62.31,Low
42,7,Married-civ-spouse,Group NA,0,15,60.21,Low
53,10,Married-civ-spouse,Group 2,4386,40,60,High
26,10,Never-married,Group 1,0,40,56.97,Low
73,9,Married-civ-spouse,Group 5,0,40,62.79,Low
72,7,Widowed,Group NA,0,24,61.47,Low
55,9,Married-civ-spouse,Group 2,0,40,55.81,Low
25,9,Divorced,Group 2,0,40,60.99,Low
41,13,Divorced,Group 5,0,50,64.26,High
24,13,Never-married,Group 5,0,50,54.81,Low
63,9,Widowed,Group 2,0,6,56.06,Low
17,7,Never-married,Group 3,0,20,58.4,Low
35,10,Married-civ-spouse,Group 3,0,50,53.07,Low
51,10,Married-civ-spouse,Group 5,0,40,60.59,High
62,13,Widowed,Group 5,0,48,56.91,Low
55,9,Married-civ-spouse,Group 3,4386,40,63.81,High
43,10,Divorced,Group 5,0,40,58.54,Low
40,9,Divorced,Group 1,0,50,57.86,Low
37,13,Married-civ-spouse,Group 5,0,45,62.23,High
39,13,Married-civ-spouse,Group 3,0,40,58.71,Low
31,9,Never-married,Group 3,0,18,59.45,Low
61,14,Widowed,Group 5,0,40,55.82,High
26,11,Divorced,Group 2,0,55,61.16,Low
46,9,Married-civ-spouse,Group 3,0,50,53.87,Low
26,13,Never-married,Group 5,0,40,62.78,Low
48,16,Divorced,Group 5,0,50,63.98,High
34,9,Never-married,Group 3,0,40,65.29,Low
34,9,Never-married,Group 2,0,40,56.22,Low
59,9,Married-civ-spouse,Group 1,0,40,62.07,High
34,13,Never-married,Group 5,0,40,63.13,Low
49,13,Never-married,Group 5,0,56,56.18,High
18,7,Never-married,Group 2,0,20,58.94,Low
43,9,Married-civ-spouse,Group 2,0,40,60.11,Low
48,7,Married-civ-spouse,Group 5,0,50,62.82,Low
28,10,Married-civ-spouse,Group 5,0,70,65.63,Low
33,9,Married-civ-spouse,Group 2,0,40,55.26,Low
24,10,Never-married,Group 3,0,15,65.22,Low
21,6,Never-married,Group 1,0,40,59.82,Low
17,7,Never-married,Group 3,0,28,62.1,Low
39,10,Married-civ-spouse,Group 2,0,50,58.85,High
29,13,Separated,Group 5,0,40,61.25,Low
44,13,Married-civ-spouse,Group 5,0,40,61.68,High
24,10,Never-married,Group 3,0,50,54.94,Low
71,14,Married-civ-spouse,Group 3,10605,40,58.07,High
51,13,Married-civ-spouse,Group 3,0,40,55.14,High
55,3,Divorced,Group 1,0,25,55.98,Low
41,13,Married-civ-spouse,Group 5,0,60,66.79,High
23,9,Never-married,Group 1,0,7,59.57,Low
38,11,Divorced,Group 2,0,40,62.06,Low
39,9,Married-civ-spouse,Group 3,0,40,57.23,High
19,9,Never-married,Group 2,0,30,54.9,Low
49,5,Divorced,Group 2,0,40,59.09,Low
32,13,Married-civ-spouse,Group 2,0,40,62.28,High
27,9,Married-civ-spouse,Group 3,0,70,55.5,Low
38,13,Married-civ-spouse,Group 3,0,50,63.37,High
33,10,Married-civ-spouse,Group 3,0,60,55.81,Low
63,10,Married-civ-spouse,Group NA,0,15,57.73,Low
23,13,Never-married,Group 5,0,28,55.21,Low
33,10,Married-civ-spouse,Group 3,0,60,67.76,Low
54,9,Married-civ-spouse,Group 3,0,40,62.15,Low
29,11,Divorced,Group 4,2174,45,61.23,Low
48,10,Divorced,Group NA,0,30,56.96,Low
35,13,Never-married,Group 5,0,40,48.83,Low
28,11,Married-civ-spouse,Group 2,0,40,61.85,Low
37,13,Married-civ-spouse,Group 5,7688,50,59.43,High
42,15,Married-civ-spouse,Group 2,0,65,54.98,High
40,14,Married-civ-spouse,Group 5,0,40,55.23,Low
47,10,Divorced,Group 3,0,55,56.53,Low
22,13,Never-married,Group 5,0,50,66.58,Low
30,13,Married-civ-spouse,Group 5,0,45,64.78,High
28,9,Married-civ-spouse,Group 4,0,40,61.06,Low
63,4,Married-civ-spouse,Group 1,0,55,60.59,Low
51,5,Married-civ-spouse,Group 3,0,20,64.07,Low
22,9,Never-married,Group 1,0,40,59.58,Low
27,12,Married-civ-spouse,Group NA,0,40,64.94,Low
35,9,Never-married,Group 3,0,45,63.09,Low
46,9,Divorced,Group 2,0,38,55.15,Low
37,10,Divorced,Group 2,0,52,47.54,Low
24,13,Never-married,Group 5,0,15,63.81,Low
37,9,Divorced,Group 1,0,10,58.01,Low
53,10,Married-civ-spouse,Group 4,0,40,64.24,Low
27,9,Never-married,Group 3,0,30,58.04,Low
38,10,Divorced,Group 3,0,44,62.59,Low
53,6,Married-civ-spouse,Group 2,0,60,68.22,Low
34,10,Never-married,Group 3,0,40,65.36,Low
23,9,Never-married,Group 3,0,40,63.9,Low
39,13,Married-civ-spouse,Group 5,15024,45,58.84,High
43,14,Married-civ-spouse,Group 5,0,50,62.11,Low
67,9,Married-civ-spouse,Group 5,0,40,60.13,High
81,9,Married-civ-spouse,Group 5,0,30,55.26,Low
21,10,Never-married,Group 1,0,20,63.1,Low
23,10,Never-married,Group 3,0,25,56.79,Low
25,10,Never-married,Group 3,0,40,63.71,Low
42,3,Married-civ-spouse,Group 2,0,38,59.03,Low
38,10,Married-civ-spouse,Group 2,0,40,57.41,Low
64,9,Married-civ-spouse,Group NA,0,5,60.79,Low
32,9,Married-civ-spouse,Group 2,0,40,57.42,Low
37,9,Married-civ-spouse,Group 2,0,40,61.94,Low
51,14,Married-civ-spouse,Group 5,0,60,57.12,High
22,10,Never-married,Group 3,0,42,67.22,Low
33,2,Married-spouse-absent,Group 1,0,40,59.65,Low
42,9,Divorced,Group 2,0,55,55.09,Low
19,10,Never-married,Group NA,0,10,60.02,Low
51,1,Married-civ-spouse,Group 1,0,40,69.77,Low
23,9,Married-civ-spouse,Group 2,0,40,66.14,Low
37,7,Married-civ-spouse,Group 2,3103,44,57.09,High
37,9,Married-civ-spouse,Group 3,0,99,65.18,High
47,14,Never-married,Group 5,0,25,58.18,Low
41,15,Married-civ-spouse,Group 5,0,40,51.4,High
33,9,Married-civ-spouse,Group 3,0,30,65.65,Low
31,13,Never-married,Group 3,0,40,58.39,High
31,12,Divorced,Group 1,0,40,54.03,Low
35,9,Married-civ-spouse,Group 2,0,40,64.41,Low
38,9,Married-civ-spouse,Group 5,0,40,65.07,High
18,9,Never-married,Group 1,0,45,61.54,Low
20,9,Married-civ-spouse,Group 2,0,40,59.5,Low
54,10,Divorced,Group 5,0,35,61.2,Low
40,10,Divorced,Group 2,0,40,61.7,Low
36,13,Married-civ-spouse,Group 5,0,45,58.28,High
43,10,Divorced,Group 3,0,35,58.84,Low
44,10,Divorced,Group 2,0,40,64.58,Low
44,9,Married-civ-spouse,Group 5,0,40,62.47,High
43,14,Married-civ-spouse,Group 5,0,43,59.67,High
51,4,Widowed,Group 1,0,40,57.85,Low
18,9,Never-married,Group 1,0,20,58.79,Low
51,10,Married-civ-spouse,Group 5,0,40,59.41,Low
41,6,Married-civ-spouse,Group 3,0,30,61.3,Low
44,10,Married-civ-spouse,Group 3,0,70,57.76,High
33,6,Divorced,Group 3,0,40,60.56,Low
33,13,Married-civ-spouse,Group 5,0,40,65.17,High
42,12,Married-civ-spouse,Group 5,0,40,54.72,High
25,10,Married-civ-spouse,Group 5,0,45,59.18,Low
32,9,Divorced,Group 2,0,38,60.96,Low
32,13,Married-civ-spouse,Group 3,0,70,55.68,Low
36,6,Divorced,Group 5,0,40,63.05,Low
28,9,Married-civ-spouse,Group 3,0,40,54.32,Low
20,9,Never-married,Group 1,0,20,57.41,Low
35,10,Married-civ-spouse,Group 3,0,60,55.95,High
55,9,Married-civ-spouse,Group 3,0,20,56.41,Low
48,13,Married-civ-spouse,Group 5,0,40,57.27,High
36,11,Widowed,Group NA,0,20,64.94,Low
34,9,Married-civ-spouse,Group 3,0,35,64.37,High
28,13,Never-married,Group 4,0,35,59.68,Low
67,13,Widowed,Group 5,0,40,59.97,High
37,9,Married-civ-spouse,Group 3,0,40,63.05,Low
44,9,Never-married,Group 3,0,70,66.09,Low
25,10,Never-married,Group 3,0,40,61.5,Low
21,10,Never-married,Group 5,4101,40,60.84,Low
40,14,Married-civ-spouse,Group 5,0,35,64.02,High
78,9,Widowed,Group 1,2964,40,53.49,Low
34,9,Divorced,Group 1,0,40,58.24,Low
49,9,Never-married,Group 2,0,44,69.49,Low
22,12,Never-married,Group 2,0,40,60.29,Low
23,9,Never-married,Group NA,0,40,57.64,Low
60,9,Never-married,Group 2,0,42,61.54,Low
45,9,Widowed,Group 4,0,40,54.13,High
63,11,Divorced,Group 1,0,20,54.09,Low
41,9,Never-married,Group 3,0,35,55.16,Low
47,9,Divorced,Group 2,0,40,60.84,Low
44,9,Divorced,Group 3,0,40,59.33,Low
51,10,Widowed,Group 5,3325,40,67.91,Low
46,13,Never-married,Group 3,0,40,61.77,Low
41,11,Married-civ-spouse,Group 2,0,40,53.03,Low
