pedestrians,weather,temperature,precipitation,hour,weekday,temp_forecast
52,clear-night,72,0,22,Thursday,75.82352941
2590,partly-cloudy-day,83,0,18,Sunday,79.94117647
99,rain,64,0.0065,21,Thursday,73.41176471
169,cloudy,34,0,7,Thursday,40.41176471
108,partly-cloudy-night,69,0,20,Monday,67.88235294
1027,partly-cloudy-day,75,0,10,Monday,80.35294118
783,partly-cloudy-day,48,0,9,Friday,49.47058824
1132,partly-cloudy-day,37,0,10,Saturday,42.41176471
659,cloudy,39,0,11,Monday,39.17647059
312,partly-cloudy-night,72,0,20,Friday,70.11764706
2447,clear-day,56,0,12,Monday,51.52941176
2065,cloudy,60,0,12,Friday,59.35294118
203,clear-night,37,0,19,Saturday,36.82352941
10,clear-day,81,0,19,Thursday,81.29411765
52,clear-night,49,0,6,Tuesday,57.58823529
58,clear-night,41,0,19,Sunday,36
388,cloudy,33,0,10,Wednesday,37.58823529
693,clear-day,30,0,10,Tuesday,31.52941176
205,clear-day,26,0,9,Monday,29.11764706
1772,clear-day,36,0,11,Friday,35.70588235
813,partly-cloudy-day,59,0,10,Sunday,51.94117647
2616,partly-cloudy-day,83,0,12,Saturday,79.17647059
2293,clear-day,68,0,13,Monday,64.94117647
53,partly-cloudy-night,44,0,19,Tuesday,44.23529412
10,partly-cloudy-night,35,0,19,Monday,35.41176471
69,cloudy,32,0.0156,22,Wednesday,29.11764706
87,clear-night,44,0,18,Friday,43.47058824
302,clear-day,61,0,7,Wednesday,68.17647059
44,clear-night,69,0,21,Tuesday,66.58823529
440,partly-cloudy-day,71,0,8,Monday,76
391,cloudy,47,0,8,Tuesday,46.47058824
2577,partly-cloudy-day,61,0,16,Friday,59.64705882
543,rain,75,0.019,10,Thursday,76
185,cloudy,38,0,18,Saturday,35.88235294
3588,partly-cloudy-day,44,0,15,Tuesday,41.23529412
56,partly-cloudy-night,57,0,20,Monday,59.05882353
1800,cloudy,79,0,12,Wednesday,75.94117647
5,clear-night,24,0,22,Monday,26.64705882
11,partly-cloudy-night,69,0,22,Monday,71.05882353
2045,partly-cloudy-day,75,0,12,Friday,71
195,cloudy,53,0,7,Thursday,55.52941176
35,clear-night,30,0,22,Thursday,31.11764706
236,cloudy,52,0,7,Tuesday,56.17647059
78,clear-night,77,0,21,Thursday,78.58823529
1326,clear-day,55,0,13,Monday,46.05882353
48,clear-night,29,0,20,Wednesday,28.82352941
1183,clear-day,61,0,10,Tuesday,66.11764706
144,rain,44,0.0191,9,Sunday,42.05882353
8,cloudy,36,0.007,6,Tuesday,40.47058824
1430,partly-cloudy-day,56,0,15,Friday,50.94117647
90,partly-cloudy-night,30,0,20,Thursday,28.29411765
74,rain,53,0.0214,20,Sunday,52.58823529
153,clear-night,33,0,20,Tuesday,31
2729,clear-day,44,0,14,Saturday,40.47058824
1946,partly-cloudy-day,67,0,18,Friday,64.94117647
492,cloudy,71,0,15,Tuesday,70.17647059
3389,partly-cloudy-day,63,0,16,Saturday,57.76470588
1196,partly-cloudy-day,49,0,18,Thursday,48.58823529
205,cloudy,58,0,7,Friday,66.47058824
432,cloudy,40,0,10,Thursday,41.47058824
248,cloudy,42,0,17,Tuesday,40.47058824
66,clear-night,70,0,20,Tuesday,70.11764706
1907,partly-cloudy-day,89,0,16,Friday,83.41176471
1287,clear-day,39,0,11,Monday,40.05882353
1501,clear-day,70,0,20,Sunday,70.88235294
382,clear-day,43,0,8,Wednesday,57.35294118
2111,partly-cloudy-day,52,0,10,Sunday,52.58823529
1583,clear-day,79,0,18,Tuesday,73
673,partly-cloudy-day,63,0,20,Wednesday,60.23529412
39,clear-night,73,0,20,Monday,66.11764706
1630,partly-cloudy-day,86,0,14,Monday,79.64705882
1921,partly-cloudy-day,78,0,19,Tuesday,76.05882353
1354,clear-day,66,0,10,Friday,67.29411765
746,cloudy,36,0,17,Monday,33.82352941
1302,cloudy,69,0,17,Tuesday,66.41176471
2452,clear-day,64,0,11,Wednesday,66.05882353
711,partly-cloudy-night,59,0,20,Saturday,59.88235294
1916,clear-day,71,0,10,Saturday,71.52941176
3352,partly-cloudy-day,79,0,14,Saturday,74.52941176
84,clear-night,33,0,6,Wednesday,39.64705882
59,rain,70,0.018,20,Wednesday,75.29411765
1522,partly-cloudy-day,66,0,11,Wednesday,63.94117647
383,cloudy,55,0,8,Tuesday,58.17647059
15,clear-night,56,0,21,Tuesday,57.58823529
47,clear-night,75,0,22,Thursday,78.70588235
293,cloudy,48,0,8,Friday,56.76470588
1281,partly-cloudy-day,73,0,10,Sunday,74.76470588
220,rain,46,0.0294,18,Thursday,44.70588235
920,cloudy,60,0,19,Sunday,61.76470588
34,clear-night,47,0,19,Thursday,43.64705882
1662,partly-cloudy-day,78,0,17,Tuesday,75.76470588
2,clear-night,32,0,21,Tuesday,33
2160,partly-cloudy-day,84,0,14,Saturday,79
34,clear-night,46,5.00E-04,6,Saturday,46.47058824
11,rain,47,0.0815,20,Friday,43
45,partly-cloudy-night,71,0,22,Sunday,76.29411765
185,partly-cloudy-night,36,0,18,Wednesday,36.52941176
160,rain,56,0.0452,9,Sunday,53.64705882
358,cloudy,76,0,8,Sunday,77.82352941
276,partly-cloudy-day,64,0,7,Thursday,69.17647059
818,clear-day,65,0,19,Wednesday,57.35294118
998,cloudy,31,0,16,Thursday,27.41176471
1880,partly-cloudy-day,79,0,11,Friday,78.76470588
36,clear-night,42,0,18,Sunday,38
51,partly-cloudy-night,75,0,22,Sunday,80.88235294
567,partly-cloudy-day,62,0,9,Thursday,65.82352941
1,clear-day,31,0,14,Saturday,26.52941176
395,cloudy,59,0,8,Monday,64.94117647
1643,partly-cloudy-day,87,0,18,Thursday,83.41176471
1384,clear-day,34,0,10,Saturday,35.29411765
18,partly-cloudy-night,81,0,21,Monday,80.35294118
725,clear-day,30,0,13,Wednesday,20.05882353
681,clear-day,41,0,9,Tuesday,42.70588235
1159,clear-day,72,0,9,Monday,75.70588235
249,cloudy,31,0,9,Friday,33.82352941
557,cloudy,71,0,9,Wednesday,71.35294118
1968,partly-cloudy-day,76,0,11,Monday,76
430,clear-day,47,0,8,Friday,57.58823529
31,clear-night,38,0,20,Thursday,39.64705882
1602,cloudy,57,0,11,Tuesday,57.29411765
1581,clear-day,33,0,13,Sunday,30.17647059
41,rain,40,0.0496,21,Wednesday,40.11764706
1304,partly-cloudy-day,79,0,10,Friday,80.94117647
1675,cloudy,56,0,16,Thursday,55.70588235
787,clear-day,73,0,9,Friday,73.17647059
869,partly-cloudy-day,40,0,14,Wednesday,37.29411765
355,partly-cloudy-day,71,0,7,Wednesday,80.76470588
943,partly-cloudy-day,65,0,9,Sunday,70.88235294
25,cloudy,55,0,6,Tuesday,53.70588235
1144,partly-cloudy-day,85,0,17,Wednesday,78.23529412
1232,clear-day,64,0,20,Saturday,67.11764706
955,cloudy,49,0,18,Monday,49.47058824
1187,cloudy,59,0,16,Tuesday,57.29411765
2058,clear-day,64,0,16,Tuesday,57.58823529
1918,partly-cloudy-day,46,0,15,Friday,44.47058824
2037,partly-cloudy-day,67,0,11,Friday,68.11764706
1411,clear-day,75,0,20,Friday,71.29411765
121,cloudy,41,0,18,Sunday,38.70588235
1,clear-night,37,0,6,Saturday,46.35294118
1459,partly-cloudy-day,70,0,10,Wednesday,74.35294118
3023,partly-cloudy-day,80,0,17,Saturday,75.11764706
1702,partly-cloudy-day,69,0,11,Tuesday,68.41176471
1154,partly-cloudy-day,68,0,10,Thursday,69.17647059
718,rain,38,0.0278,13,Sunday,38.70588235
1589,partly-cloudy-day,88,0,16,Tuesday,85.11764706
1196,clear-day,75,0,10,Thursday,75.82352941
6,clear-night,43,0,6,Saturday,46.23529412
111,cloudy,53,0,6,Wednesday,52.58823529
1293,partly-cloudy-day,78,0,20,Wednesday,76.88235294
566,partly-cloudy-day,40,0,9,Thursday,39.64705882
1119,partly-cloudy-day,37,0,15,Tuesday,31.52941176
1369,partly-cloudy-day,37,0,17,Friday,33.05882353
3,clear-night,49,0,19,Sunday,47.94117647
93,cloudy,28,0,18,Wednesday,28.05882353
2008,partly-cloudy-day,76,0,17,Friday,71
1986,clear-day,64,0,10,Saturday,63.94117647
43,partly-cloudy-night,75,0,21,Friday,77.47058824
28,partly-cloudy-night,74,0,22,Monday,77.05882353
952,partly-cloudy-day,30,0,13,Sunday,27.88235294
1622,cloudy,42,0,16,Sunday,40.70588235
1289,clear-day,70,0,10,Wednesday,68.17647059
1077,partly-cloudy-day,47,0,18,Thursday,44.41176471
56,rain,43,0.0658,7,Sunday,42.05882353
495,partly-cloudy-night,65,0,20,Saturday,63.52941176
13,partly-cloudy-night,70,0,22,Monday,72.41176471
1105,clear-day,71,0,9,Saturday,74.52941176
16,clear-night,40,0,20,Wednesday,39.64705882
1560,partly-cloudy-day,40,0,11,Sunday,37.35294118
1389,clear-day,31,0,14,Friday,27.88235294
193,partly-cloudy-day,21,0,8,Monday,26.82352941
2542,partly-cloudy-day,77,0,17,Saturday,74.05882353
119,clear-night,62,0,6,Sunday,75.76470588
1565,clear-day,43,0,13,Monday,40.88235294
395,cloudy,55,0,10,Wednesday,54.70588235
3372,clear-day,51,0,13,Saturday,46.23529412
128,rain,57,0.0913,13,Thursday,49.29411765
2123,clear-day,77,0,18,Friday,68.82352941
198,partly-cloudy-day,29,0,8,Sunday,33.23529412
1,clear-night,27,8.00E-04,22,Tuesday,31.52941176
1487,partly-cloudy-day,75,0,18,Monday,72.11764706
122,partly-cloudy-night,75,0.0091,6,Thursday,73.41176471
72,partly-cloudy-night,49,0,20,Monday,55.47058824
2060,partly-cloudy-day,39,0,10,Sunday,40.70588235
130,partly-cloudy-night,23,0,7,Saturday,29.23529412
306,cloudy,75,0,8,Thursday,76
1994,partly-cloudy-day,82,0,19,Friday,79.58823529
285,partly-cloudy-day,40,0,8,Wednesday,42.94117647
1614,cloudy,51,0,17,Sunday,50.70588235
1090,clear-day,31,0,17,Tuesday,27.47058824
732,clear-day,81,0,9,Sunday,84.05882353
1586,cloudy,52,0,11,Sunday,50.70588235
2363,partly-cloudy-day,81,0,13,Thursday,77.52941176
153,rain,55,0.023,8,Thursday,55.58823529
2101,clear-day,79,0,16,Tuesday,72.23529412
2156,clear-day,75,0,14,Tuesday,72.23529412
2992,partly-cloudy-day,38,0,13,Wednesday,36.52941176
1264,cloudy,72,0.0099,14,Wednesday,71.35294118
102,cloudy,44,0.0062,8,Thursday,44.70588235
100,clear-night,20,0,6,Tuesday,27.47058824
23,clear-night,49,0,21,Tuesday,50.58823529
1319,clear-day,44,0,17,Friday,41.35294118
2371,clear-day,60,0,11,Monday,59.05882353
2554,clear-day,55,0,11,Tuesday,56.64705882
2607,partly-cloudy-day,81,0,14,Sunday,75.82352941
511,rain,51,0.0364,15,Monday,49
112,clear-day,23,0,7,Wednesday,28.82352941
2591,clear-day,46,0,15,Saturday,40.35294118
34,cloudy,34,0.0068,18,Sunday,37.35294118
95,rain,62,0.1179,21,Thursday,61.47058824
59,clear-night,39,0,6,Friday,41.35294118
2232,clear-day,72,0,16,Monday,67.41176471
2139,clear-day,56,0,15,Friday,50.41176471
82,clear-night,42,0,19,Thursday,38.05882353
1560,cloudy,55,0,13,Tuesday,55.35294118
431,clear-day,76,0,8,Monday,84.88235294
2135,clear-day,84,0,13,Friday,78.29411765
2703,partly-cloudy-day,79,0,14,Sunday,74.58823529
1856,clear-day,51,0,15,Wednesday,44.47058824
1386,clear-day,34,0,10,Wednesday,37.11764706
5,clear-night,53,0,21,Monday,50.05882353
1962,clear-day,88,0,13,Monday,81.11764706
1734,partly-cloudy-day,84,0,18,Tuesday,80.58823529
1853,clear-day,47,0,14,Tuesday,42.70588235
411,clear-night,28,0,17,Friday,25.70588235
1806,partly-cloudy-day,75,0,11,Monday,71.76470588
528,partly-cloudy-night,53,0,17,Monday,50.05882353
57,clear-night,37,0,17,Saturday,35
146,clear-day,25,0,7,Saturday,35.29411765
724,partly-cloudy-day,79,0,9,Tuesday,81.23529412
3895,cloudy,61,0,14,Sunday,58.64705882
28,clear-night,38,0,20,Saturday,40.35294118
448,partly-cloudy-day,58,0,8,Thursday,65.82352941
913,partly-cloudy-day,35,0,17,Thursday,33
1036,clear-day,86,0,14,Wednesday,81.52941176
1742,cloudy,50,0,12,Tuesday,48.58823529
39,clear-night,41,0,17,Wednesday,37.11764706
1610,clear-day,72,0,10,Friday,71.23529412
2220,clear-day,40,0,15,Saturday,37.35294118
856,rain,58,0.0021,17,Tuesday,57.29411765
1191,clear-day,51,0,13,Thursday,46.76470588
1024,clear-day,80,0,10,Tuesday,80.94117647
1110,cloudy,37,0,11,Thursday,38.05882353
4009,partly-cloudy-day,52,0,14,Tuesday,50.47058824
11,cloudy,53,0,22,Wednesday,54.70588235
1598,rain,86,0.0408,17,Wednesday,80.70588235
3309,partly-cloudy-day,81,0,16,Saturday,74.05882353
3167,partly-cloudy-day,69,0,11,Friday,67.58823529
2277,clear-day,66,0,12,Thursday,60.88235294
1324,rain,71,0.005,12,Monday,73.35294118
161,partly-cloudy-night,44,0.0036,18,Thursday,49.29411765
76,rain,62,0.0372,7,Thursday,67.58823529
1272,partly-cloudy-day,92,0,15,Wednesday,85.41176471
68,clear-night,54,0,17,Tuesday,50.58823529
1181,rain,68,0.0795,17,Thursday,64.29411765
657,rain,79,0.118,18,Monday,80.58823529
2613,partly-cloudy-day,50,0,16,Saturday,46.47058824
1140,cloudy,34,0.0046,14,Friday,32.17647059
1255,clear-day,69,0,20,Saturday,71.52941176
1735,cloudy,63,0,14,Wednesday,61.11764706
82,partly-cloudy-night,49,0,6,Sunday,50.70588235
85,cloudy,39,0,20,Sunday,38.29411765
2091,clear-day,59,0,17,Sunday,51.29411765
167,clear-day,72,0,6,Thursday,81.29411765
1899,partly-cloudy-day,73,0,11,Friday,71
814,cloudy,43,0,16,Tuesday,40.47058824
7,clear-night,28,0,21,Friday,27.88235294
1001,partly-cloudy-day,70,0,10,Monday,71.05882353
1891,partly-cloudy-day,76,0,15,Monday,71.05882353
1804,cloudy,41,0,15,Sunday,38.29411765
2225,clear-day,65,0,10,Tuesday,65.35294118
1067,partly-cloudy-day,63,0,10,Monday,64.82352941
277,partly-cloudy-day,50,0.0043,8,Friday,60.58823529
3913,clear-day,62,0,11,Saturday,63.52941176
1715,partly-cloudy-day,83,0,12,Friday,79.58823529
1770,cloudy,68,0,14,Wednesday,67.58823529
440,partly-cloudy-night,71,0,20,Friday,66.47058824
294,cloudy,53,0,8,Tuesday,56.17647059
230,rain,51,0.0318,16,Monday,49
123,cloudy,65,0,19,Monday,64.82352941
1126,clear-day,60,0,10,Thursday,61.88235294
1439,cloudy,60,0,11,Monday,66.11764706
1732,partly-cloudy-day,81,0,12,Monday,79.82352941
1,partly-cloudy-day,32,0,17,Saturday,26.52941176
13,rain,61,0.0174,22,Tuesday,62.52941176
1944,clear-day,72,0,17,Monday,67.41176471
153,partly-cloudy-day,65,0,6,Monday,79.64705882
656,cloudy,39,0.0021,13,Friday,39.64705882
701,cloudy,53,0,19,Thursday,55.17647059
4,clear-night,40,0,21,Friday,46.88235294
621,cloudy,35,0,12,Wednesday,34.41176471
2211,clear-day,64,0,12,Wednesday,60.70588235
3399,clear-day,88,0,15,Sunday,76.29411765
191,cloudy,68,0,6,Wednesday,78.23529412
9,partly-cloudy-night,31,0,18,Saturday,29.23529412
9,wind,69,0,22,Thursday,67.58823529
2588,clear-day,70,0,14,Monday,64.94117647
31,cloudy,57,0,22,Wednesday,62.29411765
8,cloudy,45,0,6,Friday,49.47058824
248,rain,75,0.062,9,Thursday,76
2690,cloudy,51,0,15,Sunday,45.70588235
1769,partly-cloudy-day,68,0,13,Wednesday,62.58823529
1414,clear-day,78,0,15,Wednesday,70
861,cloudy,44,0.0195,14,Saturday,43.64705882
301,partly-cloudy-night,63,0,20,Tuesday,65.35294118
333,cloudy,45,0.0055,11,Thursday,44.70588235
2390,partly-cloudy-day,84,0,18,Thursday,77.52941176
1660,partly-cloudy-day,74,0,18,Tuesday,71.88235294
78,clear-night,81,0,22,Saturday,80.41176471
2115,partly-cloudy-day,80,0,17,Friday,74.70588235
638,partly-cloudy-day,37,0,10,Monday,37.76470588
18,cloudy,61,0.0162,20,Friday,56.76470588
1436,clear-day,44,0,12,Tuesday,42.23529412
1387,clear-day,44,0,16,Friday,41.35294118
2095,partly-cloudy-day,83,0,14,Sunday,78.47058824
2414,clear-day,85,0,14,Sunday,75.76470588
561,clear-day,47,0,9,Wednesday,57.35294118
64,partly-cloudy-night,43,0,18,Wednesday,42.94117647
1021,partly-cloudy-day,37,0,11,Friday,34.35294118
2491,clear-day,76,0,12,Friday,74.70588235
69,cloudy,32,0,19,Saturday,29.52941176
8,clear-night,41,0,22,Monday,46.05882353
259,rain,38,0.0184,18,Friday,39.64705882
67,clear-night,45,0,19,Friday,44
14,clear-night,21,0,6,Wednesday,20.05882353
67,clear-night,10,0,7,Friday,16.35294118
812,clear-day,39,0,10,Sunday,40.29411765
196,clear-day,24,0,8,Tuesday,30.05882353
607,partly-cloudy-day,71,0,8,Friday,73.17647059
466,partly-cloudy-day,51,0,8,Friday,53.05882353
536,rain,59,0.0332,18,Monday,59
2638,partly-cloudy-day,83,0,14,Saturday,79.29411765
1131,cloudy,64,0.0019,14,Tuesday,66.41176471
3268,partly-cloudy-day,52,0.0016,13,Friday,49.47058824
734,cloudy,45,0,17,Sunday,44.35294118
119,clear-day,32,0,7,Saturday,37.35294118
1837,partly-cloudy-day,82,0,18,Friday,78.76470588
29,partly-cloudy-night,42,0,18,Sunday,42.05882353
972,partly-cloudy-day,31,0,17,Thursday,27.41176471
1766,cloudy,39,0.0105,15,Saturday,35.88235294
2008,partly-cloudy-day,76,0,16,Friday,71
1904,partly-cloudy-day,73,0,17,Monday,71.76470588
1322,cloudy,73,0,17,Thursday,73.41176471
60,partly-cloudy-night,76,0,22,Sunday,79.94117647
2475,clear-day,56,0,18,Wednesday,54.58823529
635,partly-cloudy-day,38,0,9,Friday,43.23529412
1856,cloudy,74,0,15,Monday,72.41176471
1392,cloudy,55,0,17,Thursday,55.70588235
2593,cloudy,63,0,16,Sunday,61.76470588
54,clear-night,39,0,21,Sunday,43.11764706
277,clear-day,33,0,8,Monday,40.05882353
1382,cloudy,52,0,17,Wednesday,52.58823529
1,clear-night,33,0,22,Friday,43.47058824
32,clear-night,30,0,21,Tuesday,30.05882353
1126,clear-day,35,0,15,Tuesday,31
3178,clear-day,59,0,14,Saturday,53
175,clear-night,62,0,6,Sunday,70.88235294
3190,partly-cloudy-day,72,0,13,Saturday,68.41176471
85,clear-night,72,0,20,Saturday,72.94117647
2666,clear-day,80,0,15,Sunday,73.47058824
3139,clear-day,60,0,16,Saturday,52.35294118
840,clear-day,74,0,9,Friday,77.47058824
2064,partly-cloudy-day,72,0,18,Monday,67.88235294
381,partly-cloudy-day,75,0,8,Wednesday,82.05882353
1853,partly-cloudy-day,86,0,17,Monday,79.64705882
2739,partly-cloudy-day,82,0,16,Saturday,79.17647059
2253,clear-day,78,0,11,Saturday,74.05882353
2785,partly-cloudy-day,71,0,18,Saturday,66.58823529
901,partly-cloudy-day,81,0,20,Thursday,80.05882353
3323,clear-day,65,0,14,Saturday,58
614,cloudy,55,0,9,Tuesday,53.70588235
1470,rain,78,0.036,14,Thursday,76
12,cloudy,38,0,22,Saturday,35.88235294
2143,partly-cloudy-day,86,0,12,Thursday,81.29411765
1487,cloudy,47,0,14,Tuesday,44.23529412
1886,cloudy,75,0,16,Monday,72.23529412
1318,clear-day,67,0,19,Tuesday,62.52941176
174,rain,66,0.0965,15,Monday,65.11764706
804,cloudy,60,0,9,Monday,64.94117647
1545,clear-day,30,0,13,Saturday,27.94117647
80,clear-night,56,0,19,Friday,59.64705882
933,clear-day,54,0,9,Thursday,55.17647059
1813,clear-day,72,0,17,Tuesday,66.58823529
3147,clear-day,44,0.0012,16,Tuesday,41.23529412
287,clear-day,34,0,8,Saturday,36.11764706
787,cloudy,40,0,14,Wednesday,37.58823529
2404,partly-cloudy-day,77,0,13,Friday,74.94117647
1398,partly-cloudy-day,85,0,19,Wednesday,81.52941176
1127,clear-day,30,0,13,Monday,29.11764706
3051,cloudy,40,0,11,Tuesday,41.23529412
1371,partly-cloudy-day,65,0,10,Friday,64.94117647
3357,partly-cloudy-day,72,0,15,Tuesday,65.35294118
1448,clear-day,38,0,10,Saturday,40.47058824
372,cloudy,69,0,8,Wednesday,71.35294118
308,clear-day,22,0,9,Wednesday,23.05882353
27,cloudy,47,0,20,Thursday,46.11764706
462,rain,42,0.0107,13,Sunday,42.05882353
1437,partly-cloudy-day,68,0,10,Sunday,70.88235294
964,cloudy,43,0,14,Thursday,41.47058824
311,partly-cloudy-day,38,0,8,Thursday,39.64705882
25,rain,53,0.0792,7,Thursday,49.29411765
4,clear-night,34,0,21,Wednesday,34.70588235
1577,clear-day,73,0,10,Sunday,74.58823529
391,snow,33,0.0235,13,Monday,33.52941176
1836,partly-cloudy-day,67,0,13,Wednesday,63.94117647
2261,partly-cloudy-day,73,0.002,15,Friday,71.29411765
3276,clear-day,79,0,13,Monday,75.70588235
2028,cloudy,77,0.002,14,Sunday,74.76470588
1953,partly-cloudy-day,47,0,14,Sunday,41.17647059
1311,clear-day,59,0,13,Tuesday,52.05882353
9,clear-night,43,0,20,Wednesday,44.47058824
229,clear-day,58,0,7,Saturday,63.94117647
912,partly-cloudy-day,28,0,11,Wednesday,28.05882353
1967,clear-day,69,0,14,Tuesday,66.11764706
7,clear-night,38,0,21,Tuesday,42.70588235
498,rain,71,0.0129,12,Monday,72.11764706
39,cloudy,36,0,6,Monday,39.17647059
728,clear-day,73,0,9,Monday,78.47058824
874,cloudy,62,0,9,Sunday,66.23529412
1215,cloudy,72,0,10,Monday,72.11764706
2155,clear-day,74,0,14,Friday,67.29411765
176,partly-cloudy-night,71,0,6,Tuesday,76.05882353
871,partly-cloudy-day,87,0,13,Thursday,82.17647059
1574,partly-cloudy-day,87,0,14,Monday,80.58823529
1975,partly-cloudy-day,83,0,12,Friday,83.41176471
1492,partly-cloudy-day,36,0,12,Monday,34.47058824
484,clear-day,36,0,9,Monday,40.88235294
2796,clear-day,78,0,14,Saturday,71.52941176
142,cloudy,43,0,7,Friday,50.94117647
38,cloudy,41,0,21,Tuesday,40.47058824
667,partly-cloudy-day,77,0,9,Friday,80.94117647
52,partly-cloudy-night,43,0,20,Tuesday,50.47058824
2038,clear-day,63,0,17,Tuesday,57.58823529
2262,partly-cloudy-day,81,0,15,Monday,76
52,cloudy,34,0,19,Sunday,33
431,rain,54,0.0159,11,Thursday,55.58823529
1664,partly-cloudy-day,73,0,12,Tuesday,71
62,clear-night,58,0,20,Thursday,58.23529412
1792,partly-cloudy-day,78,0,18,Monday,77.05882353
2136,partly-cloudy-day,83,0,14,Monday,78.47058824
342,clear-day,38,0,9,Wednesday,39.64705882
2368,partly-cloudy-day,83,0,15,Friday,78.76470588
396,cloudy,51,0,8,Wednesday,54.58823529
24,partly-cloudy-night,73,0,22,Saturday,73.35294118
985,partly-cloudy-day,59,0,9,Monday,59.05882353
1949,partly-cloudy-day,85,0,18,Friday,78.29411765
1007,cloudy,36,0,13,Friday,33.82352941
61,clear-night,36,0,6,Wednesday,40.11764706
1219,clear-day,47,0,18,Wednesday,44.47058824
1562,cloudy,57,0,15,Thursday,54.64705882
778,partly-cloudy-day,74,0,9,Monday,76
1414,clear-day,86,0,12,Thursday,82.17647059
409,partly-cloudy-night,83,0,19,Monday,80.35294118
20,clear-night,67,0,22,Friday,68.82352941
397,clear-day,78,0,8,Sunday,84.05882353
96,rain,54,0.0266,7,Friday,55.35294118
2068,cloudy,41,0,15,Sunday,37.35294118
14,clear-night,23,0,19,Thursday,21.58823529
42,cloudy,38,0,22,Wednesday,36.52941176
26,cloudy,74,0,21,Tuesday,75.76470588
129,cloudy,69,0,6,Friday,70.11764706
441,clear-day,25,0,9,Sunday,30.17647059
