Q,ProvO,Distance,Duration,Reason,Age,Gender,HHI,Others,Mode,Cost
Q2,Alberta,243,1,vacation,25-34,Male,50K to 69K,4,car,235
Q3,Alberta,739,9,vacation,55-64,Male,100K and Up,0,plane,3006
Q2,Quebec,93,3,vacation,55-64,Female,100K and Up,0,car,225
Q3,Ontario,136,1,vacation,35-44,Male,50K to 69K,4,car,645
Q4,British Columbia,18,1,vacation,25-34,Female,50K to 69K,0,car,884
Q1,Quebec,866,2,vacation,35-44,Female,100K and Up,1,plane,1200
Q1,Quebec,53,2,vacation,25-34,Male,100K and Up,0,car,30
Q1,Newfoundland and Labrador,38,1,vacation,55-64,Male,50K to 69K,0,car,70
Q3,Alberta,2878,7,vacation,35-44,Female,100K and Up,0,plane,2960
Q3,Ontario,993,6,vacation,55-64,Male,100K and Up,0,plane,2568
Q3,Quebec,560,4,vacation,35-44,Female,Under 50K,3,car,1305
Q2,British Columbia,62,1,vacation,55-64,Female,100K and Up,0,car,50
Q3,Ontario,143,2,vacation,19-24,Male,Under 50K,0,car,90
Q2,British Columbia,56,2,vacation,55-64,Male,50K to 69K,0,car,755
Q3,Ontario,336,3,vacation,35-44,Female,70K to 99K,0,car,1030
Q3,Saskatchewan,287,2,vacation,55-64,Female,100K and Up,0,car,1050
Q4,Quebec,41,1,vacation,35-44,Female,100K and Up,0,car,270
Q1,Ontario,99,1,vacation,65+,Female,100K and Up,0,car,300
Q1,British Columbia,108,1,vacation,55-64,Female,Under 50K,0,car,162
Q3,Saskatchewan,535,8,vacation,35-44,Female,70K to 99K,4,car,1950
Q4,Ontario,268,3,vacation,19-24,Female,50K to 69K,1,car,120
Q2,Saskatchewan,123,2,vacation,65+,Female,70K to 99K,1,car,50
Q3,Ontario,496,10,vacation,35-44,Female,Under 50K,1,car,1222
Q1,Manitoba,190,2,vacation,25-34,Male,100K and Up,2,car,270
Q1,Ontario,34,1,vacation,25-34,Female,100K and Up,0,car,350
Q4,Quebec,49,3,vacation,65+,Male,70K to 99K,0,car,310
Q3,British Columbia,313,6,vacation,65+,Female,100K and Up,3,car,2959
Q1,Ontario,172,2,vacation,25-34,Male,70K to 99K,4,car,795
Q1,British Columbia,169,2,vacation,35-44,Female,100K and Up,1,car,850
Q3,British Columbia,327,3,vacation,55-64,Male,100K and Up,0,car,1850
Q4,Ontario,86,1,vacation,19-24,Female,100K and Up,2,car,235
Q2,Alberta,344,1,vacation,35-44,Female,Under 50K,1,car,718
Q4,Ontario,236,14,vacation,55-64,Male,100K and Up,0,car,850
Q1,Manitoba,394,2,vacation,65+,Female,50K to 69K,0,car,150
Q2,Ontario,148,2,vacation,25-34,Male,100K and Up,2,car,0
Q1,Alberta,123,2,vacation,55-64,Male,100K and Up,2,car,1577
Q3,Alberta,101,4,vacation,65+,Male,50K to 69K,0,car,160
Q4,Alberta,298,2,vacation,25-34,Male,50K to 69K,1,car,505
Q2,Manitoba,2116,5,vacation,25-34,Male,100K and Up,3,plane,1814
Q3,British Columbia,1903,3,vacation,45-54,Male,100K and Up,4,plane,1450
Q2,Saskatchewan,203,5,vacation,55-64,Female,100K and Up,0,car,1940
Q1,Ontario,91,1,vacation,55-64,Female,100K and Up,0,car,745
Q3,Nova Scotia,1189,3,vacation,45-54,Female,70K to 99K,0,plane,2096
Q1,Quebec,421,2,vacation,25-34,Female,100K and Up,3,car,325
Q3,Saskatchewan,157,16,vacation,55-64,Male,70K to 99K,0,car,875
Q3,British Columbia,645,4,vacation,45-54,Male,100K and Up,0,car,1150
Q2,Ontario,43,3,vacation,55-64,Female,100K and Up,0,car,0
Q1,Quebec,60,1,vacation,19-24,Male,50K to 69K,0,car,380
Q4,Quebec,231,2,vacation,55-64,Female,Under 50K,1,car,740
Q3,Quebec,118,1,vacation,25-34,Female,100K and Up,1,car,675
Q4,Ontario,304,4,vacation,25-34,Female,100K and Up,0,car,1346
Q1,Ontario,69,7,vacation,55-64,Female,50K to 69K,0,car,540
Q4,Ontario,71,2,vacation,35-44,Female,100K and Up,0,car,1020
Q3,Nova Scotia,83,2,vacation,25-34,Male,Under 50K,1,car,520
Q3,Manitoba,41,4,vacation,45-54,Female,Under 50K,0,car,400
Q4,Saskatchewan,321,5,vacation,25-34,Male,100K and Up,1,plane,890
Q3,Quebec,145,30,vacation,45-54,Male,70K to 99K,1,car,7050
Q1,Quebec,49,1,vacation,35-44,Male,100K and Up,0,car,200
Q4,Manitoba,249,1,vacation,35-44,Female,70K to 99K,1,car,205
Q2,Ontario,164,3,vacation,65+,Female,100K and Up,0,car,55
Q1,British Columbia,48,2,vacation,65+,Male,70K to 99K,0,car,55
Q3,Quebec,87,7,vacation,55-64,Male,100K and Up,6,car,1055
Q3,Nova Scotia,27,2,vacation,65+,Female,Under 50K,0,car,120
Q1,Quebec,133,2,vacation,65+,Male,100K and Up,0,car,1222
Q4,Saskatchewan,158,2,vacation,35-44,Female,100K and Up,3,car,630
Q1,Ontario,138,1,vacation,45-54,Female,70K to 99K,1,car,339
Q1,British Columbia,26,2,vacation,45-54,Female,100K and Up,1,car,190
Q1,Quebec,369,1,vacation,35-44,Male,100K and Up,1,car,349
Q3,Alberta,75,2,vacation,45-54,Female,Under 50K,2,car,158
Q3,Newfoundland and Labrador,181,1,vacation,35-44,Female,Under 50K,0,car,150
Q3,Ontario,325,2,vacation,35-44,Female,100K and Up,1,car,1550
Q1,Ontario,96,1,vacation,65+,Male,Under 50K,2,car,365
Q4,British Columbia,28,1,vacation,55-64,Male,100K and Up,0,car,734
Q3,Quebec,493,3,vacation,19-24,Female,100K and Up,1,car,615
Q3,Ontario,67,2,vacation,45-54,Female,100K and Up,0,car,175
Q1,Ontario,108,2,vacation,45-54,Female,100K and Up,2,car,424
Q2,Saskatchewan,167,1,vacation,35-44,Male,Under 50K,0,car,97
Q1,Alberta,549,3,vacation,25-34,Female,70K to 99K,0,car,1450
Q3,Alberta,188,2,vacation,65+,Male,100K and Up,3,car,75
Q3,Ontario,295,2,vacation,35-44,Female,70K to 99K,4,car,360
Q3,Saskatchewan,86,2,vacation,55-64,Female,50K to 69K,0,car,400
Q3,Quebec,57,1,vacation,55-64,Male,100K and Up,0,car,400
Q1,Ontario,239,4,vacation,55-64,Female,100K and Up,2,car,188
Q3,British Columbia,94,1,vacation,19-24,Male,Under 50K,2,car,1900
Q4,New Brunswick,226,1,vacation,45-54,Female,100K and Up,2,car,435
Q1,Ontario,296,2,vacation,25-34,Female,100K and Up,1,car,310
Q2,Manitoba,234,3,vacation,45-54,Male,100K and Up,0,car,370
Q2,British Columbia,203,2,vacation,35-44,Female,50K to 69K,0,car,270
Q4,Nova Scotia,193,3,vacation,55-64,Female,100K and Up,1,car,150
Q4,British Columbia,87,2,vacation,35-44,Male,100K and Up,6,car,400
Q4,Quebec,97,2,vacation,55-64,Male,100K and Up,0,car,585
Q3,Ontario,94,1,vacation,35-44,Female,Under 50K,6,car,900
Q1,Ontario,91,1,vacation,35-44,Male,100K and Up,0,car,600
Q1,Quebec,101,1,vacation,45-54,Male,100K and Up,0,car,100
Q3,Alberta,494,3,vacation,25-34,Female,Under 50K,0,car,200
Q3,New Brunswick,258,1,vacation,45-54,Male,100K and Up,1,car,250
Q4,Nova Scotia,259,4,vacation,65+,Male,100K and Up,0,car,1245
Q4,Saskatchewan,67,1,vacation,35-44,Female,100K and Up,0,car,455
Q3,Manitoba,116,1,vacation,25-34,Female,50K to 69K,0,car,365
Q3,Saskatchewan,203,1,vacation,35-44,Female,100K and Up,1,car,240
Q2,Ontario,82,2,vacation,65+,Female,100K and Up,1,car,2044
Q1,British Columbia,36,2,vacation,45-54,Female,70K to 99K,1,car,389
Q2,Ontario,177,1,vacation,35-44,Male,100K and Up,0,car,836
Q2,Alberta,277,2,vacation,45-54,Female,100K and Up,0,car,320
Q1,Quebec,455,2,vacation,25-34,Female,100K and Up,0,car,730
Q1,Saskatchewan,721,4,vacation,45-54,Male,50K to 69K,0,car,1300
Q1,Alberta,1007,8,vacation,65+,Male,100K and Up,0,car,3720
Q3,Alberta,222,12,vacation,65+,Female,50K to 69K,0,car,350
Q2,Prince Edward Island,978,6,vacation,65+,Male,Under 50K,2,car,1900
Q1,Ontario,315,2,vacation,35-44,Male,100K and Up,6,car,1150
Q3,Ontario,63,2,vacation,35-44,Female,100K and Up,0,car,136
Q3,Manitoba,228,6,vacation,55-64,Male,100K and Up,4,car,160
Q3,Alberta,232,3,vacation,45-54,Female,70K to 99K,1,car,857
Q1,Saskatchewan,62,1,vacation,55-64,Male,50K to 69K,0,car,140
Q1,British Columbia,274,2,vacation,55-64,Female,Under 50K,0,plane,700
Q4,Nova Scotia,205,1,vacation,55-64,Female,50K to 69K,2,car,135
Q3,Alberta,402,3,vacation,45-54,Female,100K and Up,0,plane,1100
Q3,Alberta,113,2,vacation,45-54,Male,100K and Up,0,car,800
Q3,Ontario,168,2,vacation,45-54,Male,70K to 99K,0,car,700
Q3,British Columbia,184,3,vacation,55-64,Male,70K to 99K,0,car,1334
Q1,Ontario,279,2,vacation,25-34,Female,100K and Up,0,car,150
Q3,Saskatchewan,241,6,vacation,45-54,Female,70K to 99K,2,car,1170
Q2,Nova Scotia,123,4,vacation,65+,Female,50K to 69K,9,car,125
Q1,Ontario,86,2,vacation,19-24,Female,100K and Up,0,car,830
Q1,Alberta,444,3,vacation,55-64,Female,100K and Up,0,car,1150
Q3,Saskatchewan,233,1,vacation,45-54,Female,50K to 69K,4,car,750
Q3,British Columbia,803,9,vacation,55-64,Male,100K and Up,12,plane,510
Q3,Quebec,697,9,vacation,45-54,Female,100K and Up,0,car,2313
Q1,Alberta,205,3,vacation,35-44,Female,100K and Up,0,car,1742
Q1,Ontario,3323,10,vacation,55-64,Male,100K and Up,5,plane,4219
Q3,Ontario,345,2,vacation,25-34,Female,100K and Up,1,car,1090
Q4,Saskatchewan,2039,2,vacation,45-54,Female,100K and Up,0,plane,1415
Q4,Quebec,138,2,vacation,35-44,Male,100K and Up,0,car,1210
Q3,Saskatchewan,139,2,vacation,65+,Female,100K and Up,2,car,990
Q3,Saskatchewan,710,1,vacation,45-54,Female,100K and Up,0,car,320
Q3,Manitoba,129,7,vacation,35-44,Female,70K to 99K,3,car,625
Q4,Ontario,148,2,vacation,45-54,Female,100K and Up,3,car,50
Q1,Ontario,111,1,vacation,35-44,Female,50K to 69K,2,car,455
Q2,British Columbia,203,4,vacation,55-64,Male,100K and Up,0,car,3900
Q2,British Columbia,242,6,vacation,55-64,Female,100K and Up,1,car,1755
Q1,Ontario,270,2,vacation,65+,Male,50K to 69K,2,car,580
Q1,Quebec,120,2,vacation,25-34,Female,100K and Up,0,car,470
Q1,Ontario,112,2,vacation,25-34,Male,100K and Up,14,car,430
Q4,Ontario,256,1,vacation,55-64,Female,100K and Up,0,car,690
Q2,Quebec,109,1,vacation,25-34,Female,100K and Up,0,car,800
Q3,New Brunswick,154,2,vacation,65+,Female,70K to 99K,0,car,390
Q3,Saskatchewan,733,3,vacation,45-54,Male,100K and Up,1,car,1530
Q1,Alberta,212,2,vacation,25-34,Male,100K and Up,4,car,300
Q3,Manitoba,117,4,vacation,65+,Female,50K to 69K,6,car,322
Q1,Ontario,200,2,vacation,55-64,Female,50K to 69K,0,car,300
Q4,Ontario,133,1,vacation,45-54,Female,50K to 69K,0,car,220
Q4,Ontario,127,1,vacation,19-24,Female,Under 50K,0,car,110
Q3,Ontario,124,2,vacation,45-54,Female,100K and Up,0,car,1115
Q4,Ontario,337,3,vacation,35-44,Female,100K and Up,0,car,810
Q4,Alberta,389,2,vacation,25-34,Male,100K and Up,0,car,1235
Q2,Newfoundland and Labrador,207,1,vacation,25-34,Female,Under 50K,0,car,310
Q3,Ontario,99,2,vacation,65+,Female,100K and Up,0,car,425
Q2,Alberta,148,7,vacation,19-24,Female,100K and Up,0,car,1800
Q3,Quebec,412,1,vacation,19-24,Female,70K to 99K,1,car,130
Q3,Quebec,39,1,vacation,65+,Male,50K to 69K,0,car,40
Q3,Saskatchewan,511,1,vacation,45-54,Female,100K and Up,1,car,970
Q3,Alberta,298,2,vacation,55-64,Female,50K to 69K,8,car,3400
Q1,Ontario,336,2,vacation,25-34,Female,100K and Up,1,car,1230
Q4,Ontario,133,2,vacation,35-44,Female,100K and Up,3,car,660
Q4,Manitoba,234,2,vacation,25-34,Male,50K to 69K,5,car,440
Q1,Quebec,130,3,vacation,55-64,Female,50K to 69K,0,car,100
Q1,Ontario,210,2,vacation,45-54,Female,100K and Up,14,car,710
Q1,Saskatchewan,611,3,vacation,35-44,Male,100K and Up,0,car,564
Q2,British Columbia,94,2,vacation,45-54,Female,100K and Up,3,car,932
Q4,Ontario,66,1,vacation,65+,Male,70K to 99K,2,car,870
Q1,Manitoba,1517,1,vacation,65+,Male,Under 50K,3,plane,3680
Q1,Ontario,3425,8,vacation,55-64,Female,70K to 99K,2,car,4710
Q1,Alberta,280,5,vacation,45-54,Female,100K and Up,1,car,1560
Q1,Quebec,235,3,vacation,65+,Male,70K to 99K,1,car,894
Q4,British Columbia,156,1,vacation,45-54,Male,70K to 99K,0,car,265
Q3,Quebec,496,3,vacation,55-64,Male,70K to 99K,0,car,2653
Q2,Saskatchewan,432,4,vacation,35-44,Male,100K and Up,5,car,750
Q2,Ontario,25,1,vacation,35-44,Male,100K and Up,0,car,335
Q3,British Columbia,129,1,vacation,65+,Male,50K to 69K,3,car,1190
Q4,Manitoba,144,2,vacation,35-44,Female,100K and Up,1,car,285
Q4,Quebec,100,2,vacation,65+,Male,50K to 69K,0,car,561
Q4,Ontario,200,2,vacation,45-54,Female,100K and Up,2,car,880
Q3,Saskatchewan,539,3,vacation,25-34,Male,70K to 99K,2,car,690
Q4,Ontario,102,1,vacation,19-24,Female,100K and Up,0,car,35
Q4,Quebec,44,1,vacation,35-44,Male,100K and Up,5,car,280
Q3,Alberta,220,6,vacation,55-64,Male,70K to 99K,0,car,1040
Q3,Ontario,387,1,vacation,65+,Male,70K to 99K,5,car,230
Q1,Ontario,76,1,vacation,55-64,Male,100K and Up,0,car,800
Q3,Quebec,62,15,vacation,55-64,Female,100K and Up,0,car,291
Q4,Ontario,147,2,vacation,19-24,Female,100K and Up,1,car,350
Q3,British Columbia,95,2,vacation,35-44,Male,70K to 99K,5,car,365
Q1,Ontario,96,2,vacation,55-64,Female,50K to 69K,7,car,450
Q1,Ontario,397,1,vacation,25-34,Female,100K and Up,2,car,310
Q1,Prince Edward Island,198,1,vacation,55-64,Female,Under 50K,0,car,258
Q1,Saskatchewan,173,1,vacation,45-54,Male,100K and Up,0,car,620
Q3,Ontario,339,2,vacation,55-64,Male,50K to 69K,0,car,945
Q3,Alberta,578,9,vacation,55-64,Male,100K and Up,0,car,365
Q4,Ontario,133,2,vacation,65+,Male,Under 50K,0,car,335
Q3,Quebec,414,2,vacation,55-64,Female,100K and Up,0,car,1030
Q4,Quebec,213,1,vacation,45-54,Female,70K to 99K,1,car,452
Q3,Saskatchewan,114,2,vacation,55-64,Female,100K and Up,6,car,125
Q2,Alberta,300,4,vacation,45-54,Female,Under 50K,2,car,1130
Q1,Quebec,103,7,vacation,55-64,Female,100K and Up,0,car,500
Q4,British Columbia,274,2,vacation,55-64,Female,100K and Up,3,car,830
Q2,British Columbia,3660,1,vacation,65+,Female,100K and Up,0,plane,3170
Q4,Ontario,89,1,vacation,45-54,Female,100K and Up,1,car,794
Q3,Manitoba,194,1,vacation,45-54,Male,100K and Up,0,car,60
Q1,Ontario,211,3,vacation,35-44,Male,100K and Up,0,car,2900
Q4,Nova Scotia,300,3,vacation,55-64,Female,70K to 99K,0,car,860
Q4,Quebec,231,1,vacation,55-64,Female,50K to 69K,1,car,2060
Q1,Ontario,23,4,vacation,65+,Female,50K to 69K,1,car,180
Q4,Manitoba,89,2,vacation,65+,Male,100K and Up,0,car,43
Q3,Quebec,220,1,vacation,55-64,Female,50K to 69K,2,car,630
Q2,Ontario,118,7,vacation,65+,Male,70K to 99K,2,car,1580
Q2,Ontario,137,1,vacation,45-54,Female,70K to 99K,0,car,630
Q1,Quebec,156,1,vacation,55-64,Male,100K and Up,0,car,310
Q3,Quebec,231,2,vacation,45-54,Female,70K to 99K,2,car,735
Q1,Quebec,249,2,vacation,35-44,Male,70K to 99K,3,car,250
Q1,Quebec,231,1,vacation,35-44,Male,100K and Up,2,car,1090
Q4,Quebec,494,2,vacation,25-34,Female,100K and Up,6,car,450
Q4,Alberta,100,1,vacation,35-44,Female,100K and Up,0,car,600
Q2,Nova Scotia,193,3,vacation,35-44,Male,100K and Up,0,car,1100
Q4,British Columbia,3529,5,vacation,45-54,Female,100K and Up,0,plane,3820
Q4,Ontario,596,6,vacation,25-34,Male,100K and Up,0,car,2335
Q1,Newfoundland and Labrador,44,2,vacation,35-44,Male,Under 50K,0,car,200
Q1,Ontario,174,1,vacation,55-64,Female,70K to 99K,0,car,254
Q1,Quebec,132,1,vacation,45-54,Female,Under 50K,1,car,300
Q1,Quebec,48,28,vacation,55-64,Female,100K and Up,0,car,3513
Q3,Nova Scotia,182,2,vacation,45-54,Male,Under 50K,0,car,110
Q3,Ontario,496,3,vacation,25-34,Male,100K and Up,0,plane,1567
Q1,Saskatchewan,208,1,vacation,45-54,Female,100K and Up,1,car,290
Q1,Newfoundland and Labrador,4992,5,vacation,65+,Female,100K and Up,6,car,5100
Q1,Quebec,229,2,vacation,25-34,Male,50K to 69K,0,car,450
Q3,Prince Edward Island,86,4,vacation,55-64,Female,100K and Up,0,car,950
Q3,New Brunswick,313,11,vacation,55-64,Female,100K and Up,0,car,330
Q1,Saskatchewan,384,1,vacation,55-64,Male,100K and Up,0,car,375
Q2,Prince Edward Island,94,1,vacation,45-54,Female,50K to 69K,2,car,230
Q1,British Columbia,235,2,vacation,25-34,Male,50K to 69K,2,car,720
Q2,Manitoba,284,2,vacation,55-64,Female,50K to 69K,3,car,845
Q3,Quebec,157,3,vacation,25-34,Female,50K to 69K,10,car,820
Q4,Quebec,83,1,vacation,55-64,Female,50K to 69K,1,car,30
Q2,Alberta,416,3,vacation,55-64,Female,100K and Up,2,car,535
Q1,Manitoba,1335,1,vacation,25-34,Male,100K and Up,0,car,900
Q1,Saskatchewan,177,2,vacation,55-64,Male,50K to 69K,0,car,525
Q2,British Columbia,95,1,vacation,65+,Female,Under 50K,1,car,634
Q1,Ontario,336,3,vacation,35-44,Male,70K to 99K,0,car,250
Q1,British Columbia,94,3,vacation,35-44,Female,100K and Up,3,car,230
Q3,Quebec,106,2,vacation,65+,Male,100K and Up,0,car,120
Q4,Ontario,126,2,vacation,65+,Female,100K and Up,0,car,60
Q3,Ontario,413,3,vacation,25-34,Female,50K to 69K,2,car,80
Q4,Manitoba,535,2,vacation,45-54,Female,100K and Up,1,car,1428
Q1,Ontario,496,6,vacation,35-44,Male,70K to 99K,2,car,710
Q4,Manitoba,156,3,vacation,55-64,Female,70K to 99K,2,car,535
Q1,Quebec,57,1,vacation,65+,Female,70K to 99K,0,car,37
Q2,Alberta,248,3,vacation,45-54,Female,50K to 69K,0,car,300
Q3,Quebec,47,2,vacation,65+,Female,Under 50K,0,car,360
Q1,Quebec,108,1,vacation,35-44,Male,Under 50K,2,car,105
Q3,Saskatchewan,181,1,vacation,45-54,Female,100K and Up,2,car,70
Q1,Ontario,76,1,vacation,55-64,Female,70K to 99K,0,car,930
Q4,British Columbia,181,2,vacation,65+,Male,50K to 69K,1,car,488
Q1,Alberta,57,3,vacation,55-64,Female,100K and Up,1,car,134
Q1,Newfoundland and Labrador,2099,4,vacation,55-64,Female,100K and Up,2,plane,1274
Q2,Quebec,274,1,vacation,35-44,Male,70K to 99K,2,car,525
Q2,Manitoba,129,5,vacation,55-64,Female,50K to 69K,1,car,200
Q3,Ontario,892,4,vacation,45-54,Female,100K and Up,2,car,2200
Q3,Quebec,565,10,vacation,65+,Female,Under 50K,1,car,455
Q3,Ontario,244,6,vacation,35-44,Female,100K and Up,0,car,225
Q1,Alberta,416,2,vacation,65+,Male,100K and Up,1,car,430
Q3,Quebec,196,3,vacation,35-44,Male,70K to 99K,3,car,370
Q1,Quebec,142,2,vacation,55-64,Female,100K and Up,3,car,415
Q2,Alberta,144,1,vacation,25-34,Female,100K and Up,2,car,800
Q3,Quebec,118,1,vacation,55-64,Female,50K to 69K,0,car,345
Q1,Saskatchewan,485,3,vacation,45-54,Female,100K and Up,1,car,1100
Q3,Quebec,511,3,vacation,35-44,Female,100K and Up,2,car,3122
Q1,Ontario,198,2,vacation,45-54,Female,100K and Up,0,car,90
Q1,Manitoba,131,1,vacation,55-64,Female,50K to 69K,0,car,270
Q4,Quebec,559,2,vacation,25-34,Male,100K and Up,0,car,1484
Q1,Ontario,274,2,vacation,55-64,Male,100K and Up,0,car,450
Q1,Ontario,61,1,vacation,35-44,Male,100K and Up,0,car,125
Q2,British Columbia,321,2,vacation,65+,Female,50K to 69K,1,car,435
Q1,Ontario,190,1,vacation,65+,Male,50K to 69K,0,car,180
Q3,British Columbia,97,8,vacation,19-24,Female,100K and Up,0,car,290
Q3,Manitoba,129,4,vacation,65+,Male,100K and Up,0,car,150
Q2,Ontario,278,4,vacation,65+,Female,100K and Up,0,car,300
Q1,Manitoba,197,2,vacation,19-24,Male,Under 50K,2,car,240
Q1,Quebec,90,1,vacation,55-64,Female,50K to 69K,1,car,155
Q2,Quebec,484,1,vacation,55-64,Male,70K to 99K,1,car,160
Q3,Quebec,446,2,vacation,35-44,Female,100K and Up,2,car,384
Q3,Ontario,105,3,vacation,55-64,Female,Under 50K,0,car,190
Q3,Alberta,211,3,vacation,55-64,Female,100K and Up,4,car,1275
Q4,Ontario,285,3,vacation,45-54,Male,Under 50K,0,car,540
Q1,Alberta,377,3,vacation,65+,Female,100K and Up,0,car,1525
Q3,Saskatchewan,208,2,vacation,35-44,Female,100K and Up,1,car,970
Q3,Quebec,133,2,vacation,55-64,Female,100K and Up,0,car,595
Q1,Alberta,157,1,vacation,45-54,Female,70K to 99K,0,car,520
Q3,Newfoundland and Labrador,115,1,vacation,25-34,Female,Under 50K,2,car,450
Q3,Quebec,1541,38,vacation,55-64,Female,50K to 69K,0,car,7387
Q1,Quebec,148,1,vacation,55-64,Male,50K to 69K,0,car,385
Q3,British Columbia,71,2,vacation,25-34,Male,100K and Up,0,car,690
Q2,Alberta,204,2,vacation,25-34,Female,100K and Up,1,car,280
Q2,Alberta,75,1,vacation,55-64,Female,100K and Up,0,car,170
Q4,Alberta,336,5,vacation,55-64,Male,70K to 99K,1,car,1450
Q1,New Brunswick,174,1,vacation,65+,Male,Under 50K,0,car,410
Q1,Saskatchewan,91,2,vacation,25-34,Male,70K to 99K,0,car,1090
Q3,Ontario,337,81,vacation,65+,Male,100K and Up,0,car,80
Q3,Alberta,577,2,vacation,45-54,Male,100K and Up,0,car,1950
Q2,Alberta,413,3,vacation,25-34,Female,100K and Up,3,car,924
Q2,Quebec,91,2,vacation,45-54,Male,100K and Up,0,car,340
Q1,Saskatchewan,218,1,vacation,35-44,Female,50K to 69K,0,car,1495
Q2,Ontario,133,1,vacation,45-54,Male,100K and Up,1,car,310
Q3,Manitoba,1591,19,vacation,65+,Female,70K to 99K,0,car,2965
Q3,Ontario,74,2,vacation,35-44,Female,100K and Up,7,car,120
Q3,Ontario,3304,4,vacation,35-44,Female,50K to 69K,1,plane,4000
Q3,Newfoundland and Labrador,2097,3,vacation,65+,Male,100K and Up,1,plane,5100
Q4,Ontario,281,2,vacation,25-34,Female,100K and Up,2,car,1397
Q3,Saskatchewan,300,4,vacation,55-64,Male,100K and Up,3,car,500
Q4,Ontario,159,1,vacation,55-64,Female,100K and Up,0,car,60
Q1,Ontario,140,1,vacation,55-64,Male,100K and Up,0,car,350
Q2,British Columbia,203,5,vacation,35-44,Male,100K and Up,0,car,468
Q3,British Columbia,248,6,vacation,55-64,Female,70K to 99K,0,car,360
Q3,Quebec,162,1,vacation,65+,Male,Under 50K,1,car,425
Q1,Quebec,106,2,vacation,25-34,Male,70K to 99K,1,car,175
Q2,Quebec,79,1,vacation,25-34,Female,100K and Up,0,car,90
Q1,British Columbia,110,2,vacation,35-44,Female,100K and Up,0,car,1000
Q4,Ontario,272,4,vacation,55-64,Female,100K and Up,0,car,200
Q3,Quebec,113,2,vacation,45-54,Male,50K to 69K,0,car,180
Q1,Ontario,344,1,vacation,25-34,Female,100K and Up,0,car,285
Q1,British Columbia,175,4,vacation,35-44,Female,100K and Up,6,car,950
Q3,Alberta,735,21,vacation,25-34,Male,100K and Up,0,car,1108
Q2,Alberta,89,1,vacation,55-64,Female,100K and Up,0,car,50
Q2,Ontario,292,2,vacation,25-34,Male,70K to 99K,0,car,550
Q4,Ontario,109,2,vacation,35-44,Male,100K and Up,0,car,530
Q3,New Brunswick,273,2,vacation,35-44,Male,70K to 99K,0,car,735
Q1,Quebec,102,3,vacation,65+,Female,Under 50K,7,car,273
Q1,Alberta,302,2,vacation,25-34,Female,70K to 99K,0,car,250
Q3,New Brunswick,364,1,vacation,65+,Male,Under 50K,0,car,415
Q2,Ontario,126,2,vacation,35-44,Male,100K and Up,1,car,340
Q3,Ontario,196,14,vacation,65+,Female,100K and Up,0,car,1788
Q1,Alberta,162,2,vacation,45-54,Male,100K and Up,0,car,595
Q1,Quebec,157,2,vacation,19-24,Male,Under 50K,20,car,240
Q1,Alberta,221,2,vacation,35-44,Male,100K and Up,2,car,844
Q1,Ontario,745,6,vacation,35-44,Male,100K and Up,0,car,2000
Q4,New Brunswick,181,14,vacation,65+,Male,50K to 69K,0,car,740
Q3,Saskatchewan,865,1,vacation,55-64,Female,100K and Up,0,car,280
Q3,Ontario,109,1,vacation,55-64,Male,Under 50K,0,car,200
Q3,Saskatchewan,435,1,vacation,35-44,Female,100K and Up,0,car,1242
